properties{
  y = 125,
  properties = {
    {
      key = "comment",
      value = "save position on switch?",
    },
  },
  sprite = "blocks/block_pink",
  pushable = true,
  pullable = false,
}

crystal_block{
  layer = 0,
  x = 112,
  y = 64,
  width = 96,
  height = 16,
  subtype = 1,
}

chest{
  name = "keychestf1_5",
  layer = 0,
  x = 72,
  y = 189,
  treasure_name = "small_key",
  treasure_savegame_variable = "keychestf1_5",
  sprite = "chests/chest_brown",
}

destructible{
  layer = 0,
  x = 280,
  y = 205,
  sprite = "destructibles/cabbagge_green",
  can_be_cut = true,
}

destructible{
  layer = 0,
  x = 248,
  y = 205,
  sprite = "destructibles/cabbagge_green",
  can_be_cut = true,
}

block{
  layer = 0,
  x = 136,
  y = 173,
  sprite = "world_objects/brazier",
  pushable = true,
  pullable = false,
}

block{
  layer = 0,
  x = 184,
  y = 173,
  sprite = "world_objects/brazier",
  pushable = true,
  pullable = false,
}

destructible{
  layer = 0,
  x = 120,
  y = 93,
  sprite = "destructibles/cabbagge_green",
  can_be_cut = true,
}

destructible{
  layer = 0,
  x = 200,
  y = 93,
  sprite = "destructibles/cabbagge_green",
  can_be_cut = true,
}

door{
  name = "f1LastRoomSEDoor",
  layer = 0,
  x = 256,
  y = 208,
  direction = 1,
  sprite = "doors/door_shutter_wood",
  savegame_variable = "f1LastRoomSEDoor",
}

door{
  name = "f1LastRoom",
  layer = 0,
  x = 192,
  y = 112,
  direction = 3,
  sprite = "doors/door_post_stone",
}

door{
  name = "f1LastRoom_2",
  layer = 0,
  x = 112,
  y = 112,
  direction = 3,
  sprite = "doors/door_post_stone",
}

door{
  name = "postHookLock_4",
  layer = 0,
  x = 16,
  y = 112,
  direction = 0,
  sprite = "doors/door_locked",
  savegame_variable = "postHookLock_4",
  opening_method = "interaction_if_item",
  opening_condition = "small_key",
  opening_condition_consumed = true,
}

crystal{
  layer = 0,
  x = 264,
  y = 125,
}

block{
  layer = 0,
  x = 88,
  y = 141,
  sprite = "world_objects/hookshot_post",
  pushable = false,
  pullable = false,
}

block{
  layer = 0,
  x = 232,
  y = 141,
  sprite = "world_objects/hookshot_post",
  pushable = false,
  pullable = false,
}

tile{
  layer = 1,
  x = 304,
  y = 112,
  width = 16,
  height = 16,
  pattern = "doortop_stone2_e_1",
}

tile{
  layer = 1,
  x = 304,
  y = 104,
  width = 16,
  height = 8,
  pattern = "doortop_stone2_e",
}

tile{
  layer = 1,
  x = 304,
  y = 128,
  width = 16,
  height = 8,
  pattern = "doortop_stone2_e_2",
}

tile{
  layer = 1,
  x = 0,
  y = 112,
  width = 16,
  height = 16,
  pattern = "doortop_stone2_w_1",
}

tile{
  layer = 1,
  x = 0,
  y = 104,
  width = 16,
  height = 8,
  pattern = "doortop_stone2_w",
}

tile{
  layer = 1,
  x = 0,
  y = 128,
  width = 16,
  height = 8,
  pattern = "doortop_stone2_w_2",
}

tile{
  layer = 1,
  x = 272,
  y = 224,
  width = 8,
  height = 16,
  pattern = "doortop_stone2_s_2",
}

tile{
  layer = 1,
  x = 256,
  y = 224,
  width = 16,
  height = 16,
  pattern = "doortop_stone2_s_1",
}

tile{
  layer = 1,
  x = 248,
  y = 224,
  width = 8,
  height = 16,
  pattern = "doortop_stone2_s",
}

tile{
  layer = 1,
  x = 176,
  y = 224,
  width = 8,
  height = 16,
  pattern = "doortop_stone2_s_2",
}

tile{
  layer = 1,
  x = 144,
  y = 224,
  width = 16,
  height = 16,
  pattern = "doortop_stone2_s_1",
}

tile{
  layer = 1,
  x = 136,
  y = 224,
  width = 8,
  height = 16,
  pattern = "doortop_stone2_s",
}

tile{
  layer = 1,
  x = 64,
  y = 224,
  width = 8,
  height = 16,
  pattern = "doortop_stone2_s_2",
}

tile{
  layer = 1,
  x = 48,
  y = 224,
  width = 16,
  height = 16,
  pattern = "doortop_stone2_s_1",
}

tile{
  layer = 1,
  x = 40,
  y = 224,
  width = 8,
  height = 16,
  pattern = "doortop_stone2_s",
}

tile{
  layer = 1,
  x = 160,
  y = 224,
  width = 16,
  height = 16,
  pattern = "doortop_stone2_s_1",
}

tile{
  layer = 2,
  x = 0,
  y = 0,
  width = 80,
  height = 64,
  pattern = "blackness",
}

tile{
  layer = 2,
  x = 240,
  y = 0,
  width = 80,
  height = 64,
  pattern = "blackness",
}

